NUMDOS|NUMDOSVERLING|ANCART|FILIERE|ETAPE|VERLING|FORMAT
HA076003|HA076003|E63062|FRA|99.60|F|
HA077003|HA077003|E63063|FRA|99.60|F|
HA078003|HA078003|E63064|FRA|99.60|F|
HA079003|HA079003|E63065|FRA|99.60|F|
HA080003|HA080003|E63066|FRA|99.60|F|
HA081003|HA081003|E63067|FRA|99.60|F|
HA082003|HA082003|E63068|FRA|99.60|F|
HA083003|HA083003|E63069|FRA|99.60|F|
HA084003|HA084003|E63070|FRA|99.60|F|
HA085003|HA085003|E63071|FRA|99.60|F|
HA086003|HA086003|E63501|FRA|99.60|F|
HA087003|HA087003|E63502|FRA|99.60|F|
HA088003|HA088003|E63503|FRA|99.60|F|
HA089003|HA089003|E63504|FRA|99.60|F|
HA090003|HA090003|E63505|FRA|99.60|F|
HA091003|HA091003|E63506|FRA|99.60|F|
HA092003|HA092003|E63507|FRA|99.60|F|
HA093003|HA093003|E63508|FRA|99.60|F|
HA094003|HA094003|E63551|FRA|99.60|F|PDFI
HA095003|HA095003|E63552|FRA|99.60|F|PDFI
HA096003|HA096003|E63553|FRA|99.60|F|PDFI
HA097003|HA097003|E64051|FRA|99.60|F|
HA098003|HA098003|E64052|FRA|99.60|F|
HA099003|HA099003|E64053|FRA|99.60|F|
HA100003|HA100003|E64054|FRA|99.60|F|
HA101003|HA101003|E64055|FRA|99.60|F|
HA102003|HA102003|E64056|FRA|99.60|F|
HA103003|HA103003|E64057|FRA|99.60|F|
HA799003|HA799003|F76026|FRA|99.60|F|
HA800003|HA800003|F76028|FRA|99.60|F|
HA801003|HA801003|F76029|FRA|99.60|F|
HA802003|HA802003|F78001|FRA|99.60|F|XML
HA802003|HA802003|F78001|FRA|99.60|F|PDFI
HA803003|HA803003|L36205|FRA|60.62|F|XML
HA803003|HA803003|L36205|FRA|60.62|F|PDFI
HA804003|HA804003|F31016|FRA|99.60|F|XML
HA804003|HA804003|F31016|FRA|99.60|F|PDFI
HA805003|HA805003|F01054|FRA|60.62|F|XML
HA805003|HA805003|F01054|FRA|60.62|F|PDFI
HA806003|HA806003|F01082/AM|FRA|99.60|F|XML
HA806003|HA806003|F01082/AM|FRA|99.60|F|PDFI
HA807003|HA807003|F01083/AMN|FRA|99.60|F|
HA808003|HA808003|L36206|FRA|60.62|F|XML
HA808003|HA808003|L36206|FRA|60.62|F|PDFI
HA809003|HA809003|L36207|FRA|60.62|F|XML
HA809003|HA809003|L36207|FRA|60.62|F|PDFI
HA810003|HA810003|L36208|FRA|60.62|F|XML
HA810003|HA810003|L36208|FRA|60.62|F|PDFI
HA811003|HA811003|F37003/AM1|FRA|99.60|F|
HA812003|HA812003|F37003/AM2|FRA|99.60|F|
HA813003|HA813003|F13003|FRA|99.60|F|
HA814003|HA814003|F13004|FRA|99.60|F|
HA815003|HA815003|F13005|FRA|99.60|F|
HA816003|HA816003|F13006|FRA|99.60|F|
HA817003|HA817003|F01002|FRA|99.60|F|XML
HA817003|HA817003|F01002|FRA|99.60|F|PDFI
HA818003|HA818003|F01039|FRA|99.60|F|PDFI
HA819003|HA819003|F01041|FRA|60.62|F|XML
HA819003|HA819003|F01041|FRA|60.62|F|PDFI
HA820003|HA820003|L36209|FRA|60.62|F|XML
HA820003|HA820003|L36209|FRA|60.62|F|PDFI
HA821003|HA821003|F55008|FRA|99.60|F|PDFI
HA822003|HA822003|F55009|FRA|99.60|F|PDFI
HA823003|HA823003|F76022|FRA|99.60|F|XML
HA823003|HA823003|F76022|FRA|99.60|F|PDFI
HA824003|HA824003|F01026|FRA|99.60|F|
HA825003|HA825003|F01027|FRA|99.60|F|
HA826003|HA826003|F01028|FRA|99.60|F|
HA827003|HA827003|F01029|FRA|99.60|F|
HA828003|HA828003|F31006|FRA|99.60|F|PDFI
HA829003|HA829003|F37002|FRA|99.60|F|
HA830003|HA830003|F00007|FRA|60.62|F|XML
HA830003|HA830003|F00007|FRA|60.62|F|PDFI
HA831003|HA831003|F00008|FRA|60.62|F|XML
HA831003|HA831003|F00008|FRA|60.62|F|PDFI
HA832003|HA832003|F00010|FRA|60.62|F|XML
HA832003|HA832003|F00010|FRA|60.62|F|PDFI
HA327004|HA327004|G06017|FRA|99.60|F|XML
HA327004|HA327004|G06017|FRA|99.60|F|PDFI
HA328004|HA328004|G07099|FRA|99.60|F|
HA329004|HA329004|G07100|FRA|99.60|F|
HA330004|HA330004|G07106/AM|FRA|99.60|F|
HA331004|HA331004|G07112/AM|FRA|99.60|F|PDFI
HA332004|HA332004|G49001|FRA|99.60|F|PDFI
HA333004|HA333004|G07008/AM|FRA|99.60|F|PDFI
HA334004|HA334004|G00024/AM|FRA|99.60|F|
HA335004|HA335004|G52015|FRA|99.60|F|
HA336004|HA336004|G00029|FRA|60.62|F|XML
HA336004|HA336004|G00029|FRA|60.62|F|PDFI
HA337004|HA337004|G37114|FRA|99.60|F|
HA338004|HA338004|G37115|FRA|99.60|F|
HA339004|HA339004|G37116|FRA|99.60|F|
HA340004|HA340004|G07126|FRA|99.60|F|
HA341004|HA341004|G07127|FRA|99.60|F|
HA343004|HA343004|G07200|FRA|99.60|F|
HA344004|HA344004|A36218|FRA|99.60|F|
HA345004|HA345004|E24212|FRA|60.62|F|XML
HA345004|HA345004|E24212|FRA|60.62|F|PDFI
HA346004|HA346004|T36001-1|FRA|99.60|F/E/D|PDFC
HA347004|HA347004|C27218|FRA|60.62|F|XML
HA347004|HA347004|C27218|FRA|60.62|F|PDFI
HA348004|HA348004|C54102|FRA|99.60|F|PDFI
HA349004|HA349004|C54144/A2|FRA|99.60|F|PDFI
HA350004|HA350004|C42600|FRA|99.60|F|PDFI
HA351004|HA351004|E26102|FRA|99.60|F|PDFI
HA352004|HA352004|C71815/A1|FRA|99.60|F|PDFI
HA353004|HA353004|E15100|FRA|99.60|F|PDFI
HA354004|HA354004|E27851|FRA|60.62|F|XML
HA354004|HA354004|E27851|FRA|60.62|F|PDFI
HA354004|HE354004|E27851|FRA|60.62|E|PDFI
HA355004|HA355004|E27855|FRA|60.62|F|XML
HA355004|HA355004|E27855|FRA|60.62|F|PDFI
HA356004|HA356004|E48504|FRA|99.60|F|
HA357004|HA357004|S51212|FRA|99.60|F|PDFI
HA358004|HA358004|S51213|FRA|99.60|F|PDFI
HA359004|HA359004|E09051|FRA|99.60|F|PDFI
HA360004|HA360004|X10102/A1|FRA|99.60|F|PDFI
HA361004|HA361004|C74388|FRA|99.60|F|PDFI
HA362004|HA362004|G07128|FRA|99.60|F|
HA363004|HA363004|C03417-2-F61|FRA|50.98|F|
HA364004|HA364004|C97302|FRA|60.62|F|XML
HA364004|HA364004|C97302|FRA|60.62|F|PDFI
HA365004|HA365004|C97315|FRA|60.62|F|XML
HA365004|HA365004|C97315|FRA|60.62|F|PDFI
HA366004|HA366004|T66018-1PR|FRA|50.98|F|
HA367004|HA367004|C74305|FRA|99.60|F|PDFI
HA368004|HA368004|L07204|FRA|60.62|F|XML
HA343002|HA343002|E01151|FRA|99.60|F|PDFI
HA344002|HA344002|E02100|FRA|99.60|F|
HA345002|HA345002|E02101|FRA|99.60|F|
HA346002|HA346002|E02102|FRA|99.60|F|
HA347002|HA347002|E02103|FRA|99.60|F|
HA348002|HA348002|E02104|FRA|99.60|F|
HA349002|HA349002|E02105|FRA|99.60|F|
HA350002|HA350002|E02106|FRA|99.60|F|
HA351002|HA351002|E02107|FRA|99.60|F|
HA352002|HA352002|E02108|FRA|99.60|F|
HA353002|HA353002|E02109|FRA|99.60|F|
HA354002|HA354002|E02110|FRA|99.60|F|
HA355002|HA355002|E02111|FRA|99.60|F|
HA356002|HA356002|E02112|FRA|99.60|F|
HA357002|HA357002|E02113|FRA|99.60|F|
HA358002|HA358002|E02114|FRA|99.60|F|
HA359002|HA359002|E02115|FRA|99.60|F|
HA360002|HA360002|E02116|FRA|99.60|F|
HA361002|HA361002|E02117|FRA|99.60|F|
HA362002|HA362002|E02118|FRA|99.60|F|
HA363002|HA363002|E02120|FRA|99.60|F|
HA364002|HA364002|E02121|FRA|99.60|F|
HA365002|HA365002|E02122|FRA|99.60|F|
HA366002|HA366002|E02131|FRA|99.60|F|
HA367002|HA367002|E02132|FRA|99.60|F|
HA368002|HA368002|E02133|FRA|99.60|F|
HA369002|HA369002|E02134|FRA|99.60|F|
HA370002|HA370002|E02135|FRA|99.60|F|
HA371002|HA371002|E02200|FRA|99.60|F|
HA372002|HA372002|E02201|FRA|99.60|F|
HA373002|HA373002|E02202|FRA|99.60|F|
HA374002|HA374002|E02203|FRA|99.60|F|
HA375002|HA375002|E02204|FRA|99.60|F|
HA376002|HA376002|E02500|FRA|99.60|F|
HA377002|HA377002|E03001|FRA|99.60|F|PDFI
HA378002|HA378002|T20553|FRA|99.60|F|
HA379002|HA379002|T20554|FRA|99.60|F|
HA380002|HA380002|E03004|FRA|99.60|F|
HA381002|HA381002|E03005|FRA|99.60|F|
HA382002|HA382002|E03013|FRA|99.60|F|
HA383002|HA383002|E03014|FRA|99.60|F|PDFI
HA384002|HA384002|E03051|FRA|99.60|F|
HA385002|HA385002|E03052|FRA|99.60|F|
HA386002|HA386002|E03053|FRA|99.60|F|PDFI
HA387002|HA387002|E03054|FRA|99.60|F|
HA388002|HA388002|E03055|FRA|99.60|F|
HA389002|HA389002|E03056|FRA|99.60|F|PDFI
HA390002|HA390002|E03151|FRA|99.60|F|
HA391002|HA391002|E03152|FRA|99.60|F|
HA392002|HA392002|E03153|FRA|99.60|F|
HA393002|HA393002|E03154|FRA|99.60|F|PDFI
HA393002|HE393002|E03154|FRA|99.60|E|PDFI
HA394002|HA394002|E03501|FRA|99.60|F|XML
HA394002|HA394002|E03501|FRA|99.60|F|PDFI
HA395002|HA395002|E03502|FRA|99.60|F|XML
HA395002|HA395002|E03502|FRA|99.60|F|PDFI
HA396002|HA396002|E03503|FRA|99.60|F|XML
HA396002|HA396002|E03503|FRA|99.60|F|PDFI
HA397002|HA397002|E03504|FRA|99.60|F|XML
HA397002|HA397002|E03504|FRA|99.60|F|PDFI
HA398002|HA398002|E03601|FRA|99.60|F|
HA399002|HA399002|E03611|FRA|99.60|F|
HA401002|HA401002|E04002|FRA|99.60|F|
HA402002|HA402002|E04003|FRA|99.60|F|
HA403002|HA403002|E04004|FRA|99.60|F|
HA404002|HA404002|E04005|FRA|99.60|F|
HA405002|HA405002|E04009|FRA|99.60|F|
HA406002|HA406002|E04010|FRA|99.60|F|
HA407002|HA407002|T20555|FRA|99.60|F|
HA408002|HA408002|E04012|FRA|99.60|F|
HA409002|HA409002|E04013|FRA|99.60|F|
HA104003|HA104003|E64058|FRA|99.60|F|
HA105003|HA105003|E64059|FRA|99.60|F|
HA106003|HA106003|E64060|FRA|99.60|F|
HA107003|HA107003|E64081|FRA|99.60|F|XML
HA107003|HA107003|E64081|FRA|99.60|F|PDFI
HA108003|HA108003|E64082|FRA|99.60|F|PDFI
HA109003|HA109003|C91022|FRA|99.60|F|PDFI
HA110003|HA110003|T60226/A1|FRA|99.60|F|PDFC
HA111003|HA111003|C47730/A1|FRA|60.62|F|XML
HA111003|HA111003|C47730/A1|FRA|60.62|F|PDFI
HA112003|HA112003|C63490|FRA|60.62|F|XML
HA112003|HA112003|C63490|FRA|60.62|F|PDFI
HA113003|HA113003|C20700|FRA|99.60|F|PDFI
HA114003|HA114003|C20758|FRA|99.60|F|PDFI
HA115003|HA115003|C20755|FRA|99.60|F|PDFI
HA116003|HA116003|C20757|FRA|99.60|F|PDFI
HA117003|HA117003|E66011|FRA|99.60|F|
HA118003|HA118003|E66014|FRA|99.60|F|
HA119003|HA119003|E66015|FRA|99.60|F|
HA120003|HA120003|C20759|FRA|99.60|F|PDFI
HA121003|HA121003|E66061|FRA|99.60|F|PDFI
HA122003|HA122003|C73815|FRA|99.60|F|PDFI
HA123003|HA123003|Z66112|FRA|99.60|F|PDFI
HA124003|HA124003|X20703|FRA|99.60|F|PDFI
HA125003|HA125003|E66065|FRA|99.60|F|
HA126003|HA126003|E66066|FRA|99.60|F|
HA127003|HA127003|E58074|FRA|99.60|F|PDFI
HA128003|HA128003|E66068|FRA|99.60|F|XML
HA128003|HA128003|E66068|FRA|99.60|F|PDFI
HA129003|HA129003|E66069|FRA|99.60|F|
HA130003|HA130003|E44145|FRA|99.60|F|PDFI
HA131003|HA131003|E66073|FRA|99.60|F|XML
HA131003|HA131003|E66073|FRA|99.60|F|PDFI
HA132003|HA132003|S61932|FRA|99.60|F|XML
HA132003|HA132003|S61932|FRA|99.60|F|PDFI
HA133003|HA133003|E61100|FRA|99.60|F/E|PDFI
HA134003|HA134003|A51109|FRA|99.60|F|PDFI
HA135003|HA135003|F19477|FRA|99.60|F|XML
HA135003|HA135003|F19477|FRA|99.60|F|PDFI
HA136003|HA136003|U10209|FRA|99.60|F|PDFI
HA137003|HA137003|C15100-4-442|FRA|50.98|F|
HA138003|HA138003|E25701|FRA|99.60|F|PDFI
HA139003|HA139003|L46250|FRA|60.62|F|XML
HA139003|HA139003|L46250|FRA|60.62|F|PDFI
HA140003|HA140003|L10070|FRA|60.62|F|XML
HA140003|HA140003|L10070|FRA|60.62|F|PDFI
HA833003|HA833003|F00011|FRA|60.62|F|XML
HA833003|HA833003|F00011|FRA|60.62|F|PDFI
HA834003|HA834003|F37033|FRA|99.60|F|PDFI
HA835003|HA835003|F79001|FRA|99.60|F|
HA836003|HA836003|F10407|FRA|99.60|F|
HA837003|HA837003|F54004|FRA|60.62|F|XML
HA837003|HA837003|F54004|FRA|60.62|F|PDFI
HA838003|HA838003|F54005|FRA|60.62|F|XML
HA838003|HA838003|F54005|FRA|60.62|F|PDFI
HA839003|HA839003|F54006|FRA|60.62|F|XML
HA839003|HA839003|F54006|FRA|60.62|F|PDFI
HA840003|HA840003|G00001|FRA|99.60|F|
HA841003|HA841003|G00003|FRA|99.60|F|
HA842003|HA842003|G00005|FRA|99.60|F|
HA843003|HA843003|G00006|FRA|99.60|F|
HA844003|HA844003|G00007|FRA|99.60|F|
HA845003|HA845003|G00008|FRA|99.60|F|
HA846003|HA846003|G00009|FRA|99.60|F|
HA847003|HA847003|G00010|FRA|99.60|F|
HA848003|HA848003|G00011|FRA|99.60|F|
HA849003|HA849003|G00012|FRA|99.60|F|
HA850003|HA850003|G00013|FRA|99.60|F|
HA851003|HA851003|G00014|FRA|99.60|F|
HA852003|HA852003|G00015|FRA|99.60|F|
HA853003|HA853003|G00016|FRA|99.60|F|
HA854003|HA854003|G00020|FRA|99.60|F|
HA855003|HA855003|G00501|FRA|99.60|F|
HA856003|HA856003|G01001|FRA|99.60|F|
HA857003|HA857003|G01003|FRA|99.60|F|
HA858003|HA858003|G01004|FRA|99.60|F|
HA859003|HA859003|G03001|FRA|99.60|F|
HA860003|HA860003|G03002|FRA|99.60|F|
HA861003|HA861003|G03003|FRA|99.60|F|
HA862003|HA862003|G03004|FRA|99.60|F|
HA863003|HA863003|G03005|FRA|99.60|F|
HA864003|HA864003|G03006|FRA|99.60|F|
HA865003|HA865003|L36210|FRA|60.62|F|XML
HA865003|HA865003|L36210|FRA|60.62|F|PDFI
HA866003|HA866003|G05002|FRA|99.60|F|
HA867003|HA867003|G05003|FRA|99.60|F|XML
HA867003|HA867003|G05003|FRA|99.60|F|PDFI
HA868003|HA868003|G05004|FRA|99.60|F|
HA869003|HA869003|G05005|FRA|99.60|F|
HA870003|HA870003|G06001|FRA|99.60|F|
HA871003|HA871003|G06002|FRA|99.60|F|
HA872003|HA872003|G06003|FRA|99.60|F|
HA873003|HA873003|G06004|FRA|99.60|F|
HA874003|HA874003|G06005|FRA|99.60|F|
HA875003|HA875003|G06006|FRA|99.60|F|
HA876003|HA876003|G06007|FRA|99.60|F|
HA877003|HA877003|G06008|FRA|99.60|F|
HA878003|HA878003|G06009|FRA|99.60|F|
HA879003|HA879003|G06010|FRA|99.60|F|
HA880003|HA880003|G06011|FRA|99.60|F|
HA881003|HA881003|G06012|FRA|99.60|F|
HA882003|HA882003|G06013|FRA|99.60|F|
HA883003|HA883003|G06014|FRA|99.60|F|XML
HA883003|HA883003|G06014|FRA|99.60|F|PDFI
HA884003|HA884003|G06017|FRA|99.60|F|
HA885003|HA885003|G06018|FRA|99.60|F|XML
HA885003|HA885003|G06018|FRA|99.60|F|PDFI
HA886003|HA886003|G06019|FRA|99.60|F|XML
HA886003|HA886003|G06019|FRA|99.60|F|PDFI
HA887003|HA887003|G06020|FRA|99.60|F|XML
HA642001|HA642001|T31108|FRA|60.62|F|XML
HA642001|HA642001|T31108|FRA|60.62|F|PDFC
HA642001|HE642001|T31108|FRA|60.62|E|PDFI
HA643001|HA643001|C66404|FRA|99.60|F|
HA644001|HA644001|T31109|FRA|60.62|F|XML
HA644001|HA644001|T31109|FRA|60.62|F|PDFC
HA644001|HE644001|T31109|FRA|60.62|E|PDFI
HA645001|HA645001|F16101|FRA|60.62|F|XML
HA645001|HA645001|F16101|FRA|60.62|F|PDFI
HA645001|HE645001|F16101|FRA|60.62|E|PDFI
HA646001|HA646001|F16102|FRA|99.60|F|
HA647001|HA647001|F01131|FRA|99.60|F|PDFI
HA648001|HA648001|C86217|FRA|99.60|F|XML
HA648001|HA648001|C86217|FRA|99.60|F|PDFI
HA649001|HA649001|C66415|FRA|99.60|F|
HA650001|HA650001|C86218|FRA|99.60|F|XML
HA650001|HA650001|C86218|FRA|99.60|F|PDFI
HA651001|HA651001|C86219|FRA|99.60|F|XML
HA651001|HA651001|C86219|FRA|99.60|F|PDFI
HA652001|HA652001|E48672|FRA|99.60|F|XML
HA652001|HA652001|E48672|FRA|99.60|F|PDFI
HA653001|HA653001|E48673|FRA|99.60|F|PDFI
HA654001|HA654001|C73825/A51|FRA|99.60|F|PDFI
HA655001|HA655001|C66425|FRA|99.60|F|
HA617187|HA617187|C93840-1-60|FRA|60.62|F|PDFC
HA881192|HA881192|E56003-1|FRA|60.62|F|XML
HA868191|HA868191|C46604-1|FRA|60.62|F|PDFC
HA657001|HA657001|C20729|FRA|99.60|F|PDFI
HA658001|HA658001|C66428|FRA|99.60|F|
HA659001|HA659001|C66429|FRA|99.60|F|
HA660001|HA660001|C66430|FRA|99.60|F|
HA661001|HA661001|C66431|FRA|99.60|F|
HA662001|HA662001|C66432|FRA|99.60|F|
HA663001|HA663001|C66433|FRA|99.60|F|
HA664001|HA664001|C66435|FRA|99.60|F|
HA665001|HA665001|C66436|FRA|99.60|F|
HA666001|HA666001|C66437|FRA|99.60|F|
HA667001|HA667001|C66438|FRA|99.60|F|
HA668001|HA668001|C66439|FRA|99.60|F|
HA669001|HA669001|C66440|FRA|99.60|F|XML
HA669001|HA669001|C66440|FRA|99.60|F|PDFI
HA670001|HA670001|C66441|FRA|99.60|F|
HA671001|HA671001|C66442|FRA|99.60|F|
HA672001|HA672001|B54111|FRA|99.60|F|PDFI
HA673001|HA673001|C66451|FRA|99.60|F|
HA674001|HA674001|C66452|FRA|99.60|F|
HA675001|HA675001|C66453|FRA|99.60|F|
HA676001|HA676001|C66456|FRA|99.60|F|
HA677001|HA677001|C66457|FRA|99.60|F|
HA678001|HA678001|C66459|FRA|99.60|F|
HA679001|HA679001|C66461|FRA|99.60|F|
HA680001|HA680001|C66462|FRA|99.60|F|
HA681001|HA681001|C66463|FRA|99.60|F|
HA682001|HA682001|C66464|FRA|99.60|F|
HA683001|HA683001|C66465|FRA|99.60|F|
HA684001|HA684001|C66466|FRA|99.60|F|
HA685001|HA685001|C66481|FRA|99.60|F|XML
HA410002|HA410002|E04014|FRA|99.60|F|PDFI
HA411002|HA411002|R14334|FRA|99.60|F|PDFI
HA412002|HA412002|E04703|FRA|99.60|F|
HA413002|HA413002|E04051|FRA|99.60|F|
HA414002|HA414002|E04056|FRA|99.60|F|
HA415002|HA415002|E04704|FRA|99.60|F|
HA416002|HA416002|E04102|FRA|99.60|F|
HA417002|HA417002|E04705|FRA|99.60|F|
HA418002|HA418002|E04104|FRA|99.60|F|
HA419002|HA419002|A47252|FRA|99.60|F|PDFI
HA420002|HA420002|E04108|FRA|99.60|F|PDFI
HA421002|HA421002|F00041|FRA|60.62|F|XML
HA421002|HA421002|F00041|FRA|60.62|F|PDFI
HA422002|HA422002|E04114|FRA|99.60|F|
HA423002|HA423002|Z43206|FRA|99.60|F|XML
HA423002|HA423002|Z43206|FRA|99.60|F|PDFI
HA424002|HA424002|E04120|FRA|99.60|F|
HA425002|HA425002|E04121|FRA|99.60|F|
HA426002|HA426002|E04201|FRA|99.60|F|
HA427002|HA427002|A02025|FRA|99.60|F|PDFI
HA428002|HA428002|A05308|FRA|99.60|F|PDFI
HA429002|HA429002|A05100|FRA|99.60|F|PDFI
HA430002|HA430002|T60199|FRA|60.62|F|XML
HA430002|HA430002|T60199|FRA|60.62|F|PDFI
HA431002|HA431002|E05018|FRA|99.60|F|PDFI
HA432002|HA432002|E05050|FRA|99.60|F|
HA433002|HA433002|E11021|FRA|99.60|F|
HA434002|HA434002|E11022|FRA|99.60|F|
HA435002|HA435002|E11023|FRA|99.60|F|
HA436002|HA436002|E11024|FRA|99.60|F|
HA437002|HA437002|E11025|FRA|99.60|F|
HA438002|HA438002|E11026|FRA|99.60|F|
HA439002|HA439002|E11027|FRA|99.60|F|
HA440002|HA440002|E11028|FRA|99.60|F|
HA441002|HA441002|E11029|FRA|99.60|F|
HA442002|HA442002|E11030|FRA|99.60|F|
HA443002|HA443002|E11051|FRA|99.60|F|
HA444002|HA444002|A47242|FRA|99.60|F|PDFI
HA445002|HA445002|A91105|FRA|99.60|F|PDFI
HA446002|HA446002|S52747-2|FRA|99.60|F|PDFC
HA447002|HA447002|E12001|FRA|99.60|F|XML
HA447002|HA447002|E12001|FRA|99.60|F|PDFI
HA448002|HA448002|E15011|FRA|99.60|F|
HA449002|HA449002|E15012|FRA|99.60|F|
HA450002|HA450002|E15013|FRA|99.60|F|
HA451002|HA451002|E15024|FRA|99.60|F|PDFI
HA452002|HA452002|E17001|FRA|99.60|F|
HA453002|HA453002|E18001|FRA|99.60|F|
HA454002|HA454002|E20010|FRA|99.60|F|PDFI
HA455002|HA455002|E20011|FRA|99.60|F|PDFI
HA456002|HA456002|E20012|FRA|99.60|F|
HA457002|HA457002|E20013|FRA|99.60|F|PDFI
HA458002|HA458002|E21001|FRA|99.60|F|
HA459002|HA459002|E21002|FRA|99.60|F|
HA460002|HA460002|E21003|FRA|99.60|F|
HA461002|HA461002|E21301|FRA|99.60|F|
HA462002|HA462002|E21302|FRA|99.60|F|
HA463002|HA463002|E21351|FRA|99.60|F|
HA464002|HA464002|E21411|FRA|99.60|F|PDFI
HA141003|HA141003|E66201|FRA|99.60|F|PDFI
HA142003|HA142003|S31125|FRA|99.60|F|
HA143003|HA143003|X43258|FRA|99.60|F|
HA144003|HA144003|E66211|FRA|99.60|F|
HA145003|HA145003|E66212|FRA|99.60|F|
HA146003|HA146003|A05156|FRA|99.60|F|XML
HA146003|HA146003|A05156|FRA|99.60|F|PDFI
HA146003|HE146003|A05156|FRA|99.60|E|PDFI
HA147003|HA147003|C86222/A5U|FRA|99.60|F|XML
HA147003|HA147003|C86222/A5U|FRA|99.60|F|PDFI
HA148003|HA148003|E66217|FRA|99.60|F|
HA149003|HA149003|E66218|FRA|99.60|F|
HA150003|HA150003|E66219|FRA|99.60|F|
HA151003|HA151003|E66220|FRA|99.60|F|
HA152003|HA152003|E66222|FRA|99.60|F|
HA153003|HA153003|E66223|FRA|99.60|F|
HA154003|HA154003|E66224|FRA|99.60|F|
HA155003|HA155003|S93005|FRA|99.60|F|XML
HA155003|HA155003|S93005|FRA|99.60|F|PDFI
HA156003|HA156003|E66226|FRA|99.60|F|XML
HA156003|HA156003|E66226|FRA|99.60|F|PDFI
HA157003|HA157003|E66227|FRA|99.60|F|XML
HA157003|HA157003|E66227|FRA|99.60|F|PDFI
HA158003|HA158003|E66229|FRA|99.60|F|
HA159003|HA159003|E66230|FRA|99.60|F|
HA160003|HA160003|E66231|FRA|99.60|F|
HA161003|HA161003|E66232|FRA|99.60|F|
HA162003|HA162003|E66233|FRA|99.60|F|
HA163003|HA163003|E66234|FRA|99.60|F|
HA164003|HA164003|E66235|FRA|99.60|F|XML
HA164003|HA164003|E66235|FRA|99.60|F|PDFI
HA165003|HA165003|E66236|FRA|99.60|F|XML
HA165003|HA165003|E66236|FRA|99.60|F|PDFI
HA166003|HA166003|R63302|FRA|99.60|F|PDFI
HA167003|HA167003|E66238|FRA|99.60|F|
HA168003|HA168003|E66239|FRA|99.60|F|
HA169003|HA169003|E66240|FRA|99.60|F|
HA170003|HA170003|E66241|FRA|99.60|F|
HA171003|HA171003|E66242|FRA|99.60|F|
HA172003|HA172003|E66243|FRA|99.60|F|XML
HA172003|HA172003|E66243|FRA|99.60|F|PDFI
HA174003|HA174003|E66245|FRA|99.60|F|
HA175003|HA175003|E66246|FRA|99.60|F|
HA176003|HA176003|E66247|FRA|99.60|F|XML
HA176003|HA176003|E66247|FRA|99.60|F|PDFI
HA177003|HA177003|E66301|FRA|99.60|F|
HA178003|HA178003|E66303|FRA|99.60|F|PDFI
HA179003|HA179003|E66304|FRA|99.60|F|
HA180003|HA180003|E66305|FRA|99.60|F|PDFI
HA181003|HA181003|E66306|FRA|99.60|F|PDFI
HA182003|HA182003|E74352|FRA|99.60|F|PDFI
HA183003|HA183003|E66331|FRA|99.60|F|PDFI
HA184003|HA184003|E66332|FRA|99.60|F|PDFI
HA887003|HA887003|G06020|FRA|99.60|F|PDFI
HA888003|HA888003|G07001|FRA|99.60|F|
HA889003|HA889003|G07003|FRA|99.60|F|PDFI
HA890003|HA890003|G07004|FRA|99.60|F|
HA891003|HA891003|G07005|FRA|99.60|F|
HA892003|HA892003|G07006|FRA|99.60|F|
HA893003|HA893003|G07007|FRA|99.60|F|
HA894003|HA894003|G07008|FRA|99.60|F|PDFI
HA895003|HA895003|G07010|FRA|99.60|F|
HA896003|HA896003|G07011|FRA|99.60|F|
HA897003|HA897003|G07012|FRA|99.60|F|
HA898003|HA898003|G07013|FRA|99.60|F|
HA899003|HA899003|G07014|FRA|99.60|F|
HA900003|HA900003|G07015|FRA|99.60|F|
HA901003|HA901003|G07016|FRA|99.60|F|
HA902003|HA902003|G07017|FRA|99.60|F|
HA903003|HA903003|G07018|FRA|99.60|F|
HA904003|HA904003|G07019|FRA|99.60|F|
HA905003|HA905003|G07020|FRA|99.60|F|
HA906003|HA906003|G07021|FRA|99.60|F|
HA907003|HA907003|G07022|FRA|99.60|F|
HA908003|HA908003|G07023|FRA|99.60|F|
HA909003|HA909003|G07024|FRA|99.60|F|XML
HA909003|HA909003|G07024|FRA|99.60|F|PDFI
HA910003|HA910003|G07025|FRA|99.60|F|
HA911003|HA911003|G07026|FRA|99.60|F|
HA912003|HA912003|G07027|FRA|99.60|F|XML
HA912003|HA912003|G07027|FRA|99.60|F|PDFI
HA913003|HA913003|G07028|FRA|99.60|F|
HA914003|HA914003|G07029|FRA|99.60|F|
HA915003|HA915003|G07030|FRA|99.60|F|
HA916003|HA916003|G07031|FRA|99.60|F|
HA917003|HA917003|G07032|FRA|99.60|F|
HA918003|HA918003|G07033|FRA|99.60|F|
HA919003|HA919003|G07034|FRA|99.60|F|
HA920003|HA920003|G07035|FRA|99.60|F|
HA921003|HA921003|G07036|FRA|99.60|F|
HA922003|HA922003|G07037|FRA|99.60|F|
HA923003|HA923003|G07038|FRA|99.60|F|
HA924003|HA924003|G07039|FRA|99.60|F|
HA925003|HA925003|G07040|FRA|99.60|F|
HA926003|HA926003|G07041|FRA|99.60|F|
HA927003|HA927003|G07042|FRA|99.60|F|
HA928003|HA928003|G07043|FRA|99.60|F|
HA929003|HA929003|G07044|FRA|99.60|F|
HA930003|HA930003|G07045|FRA|99.60|F|
